DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Points,Year,RaceNumber,EventName,CircuitName
21,DEV,AlphaTauri,15.0,18.0,Finished,0.0,2023,5,Miami Grand Prix,Miami
81,PIA,McLaren,19.0,19.0,Lapped,0.0,2023,5,Miami Grand Prix,Miami
2,SAR,Williams,20.0,20.0,Lapped,0.0,2023,5,Miami Grand Prix,Miami
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,6,Monaco Grand Prix,Monaco
14,ALO,Aston Martin,2.0,2.0,Finished,18.0,2023,6,Monaco Grand Prix,Monaco
31,OCO,Alpine,3.0,3.0,Finished,15.0,2023,6,Monaco Grand Prix,Monaco
44,HAM,Mercedes,5.0,4.0,Finished,13.0,2023,6,Monaco Grand Prix,Monaco
63,RUS,Mercedes,8.0,5.0,Finished,10.0,2023,6,Monaco Grand Prix,Monaco
16,LEC,Ferrari,6.0,6.0,Finished,8.0,2023,6,Monaco Grand Prix,Monaco
10,GAS,Alpine,7.0,7.0,Finished,6.0,2023,6,Monaco Grand Prix,Monaco
55,SAI,Ferrari,4.0,8.0,Finished,4.0,2023,6,Monaco Grand Prix,Monaco
4,NOR,McLaren,10.0,9.0,Lapped,2.0,2023,6,Monaco Grand Prix,Monaco
81,PIA,McLaren,11.0,10.0,Lapped,1.0,2023,6,Monaco Grand Prix,Monaco
77,BOT,Alfa Romeo,15.0,11.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
21,DEV,AlphaTauri,12.0,12.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
24,ZHO,Alfa Romeo,19.0,13.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
23,ALB,Williams,13.0,14.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
22,TSU,AlphaTauri,9.0,15.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
11,PER,Red Bull Racing,20.0,16.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
27,HUL,Haas F1 Team,18.0,17.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
2,SAR,Williams,16.0,18.0,Lapped,0.0,2023,6,Monaco Grand Prix,Monaco
20,MAG,Haas F1 Team,17.0,19.0,Retired,0.0,2023,6,Monaco Grand Prix,Monaco
18,STR,Aston Martin,14.0,20.0,Retired,0.0,2023,6,Monaco Grand Prix,Monaco
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2023,7,Spanish Grand Prix,Barcelona
44,HAM,Mercedes,4.0,2.0,Finished,18.0,2023,7,Spanish Grand Prix,Barcelona
63,RUS,Mercedes,12.0,3.0,Finished,15.0,2023,7,Spanish Grand Prix,Barcelona
11,PER,Red Bull Racing,11.0,4.0,Finished,12.0,2023,7,Spanish Grand Prix,Barcelona
55,SAI,Ferrari,2.0,5.0,Finished,10.0,2023,7,Spanish Grand Prix,Barcelona
18,STR,Aston Martin,5.0,6.0,Finished,8.0,2023,7,Spanish Grand Prix,Barcelona
14,ALO,Aston Martin,8.0,7.0,Finished,6.0,2023,7,Spanish Grand Prix,Barcelona
31,OCO,Alpine,6.0,8.0,Finished,4.0,2023,7,Spanish Grand Prix,Barcelona
24,ZHO,Alfa Romeo,13.0,9.0,Finished,2.0,2023,7,Spanish Grand Prix,Barcelona
10,GAS,Alpine,10.0,10.0,Finished,1.0,2023,7,Spanish Grand Prix,Barcelona
16,LEC,Ferrari,19.0,11.0,Finished,0.0,2023,7,Spanish Grand Prix,Barcelona
22,TSU,AlphaTauri,15.0,12.0,Finished,0.0,2023,7,Spanish Grand Prix,Barcelona
81,PIA,McLaren,9.0,13.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
21,DEV,AlphaTauri,14.0,14.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
27,HUL,Haas F1 Team,7.0,15.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
23,ALB,Williams,18.0,16.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
4,NOR,McLaren,3.0,17.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
20,MAG,Haas F1 Team,17.0,18.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
77,BOT,Alfa Romeo,16.0,19.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
2,SAR,Williams,20.0,20.0,Lapped,0.0,2023,7,Spanish Grand Prix,Barcelona
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,8,Canadian Grand Prix,Montréal
14,ALO,Aston Martin,2.0,2.0,Finished,18.0,2023,8,Canadian Grand Prix,Montréal
44,HAM,Mercedes,3.0,3.0,Finished,15.0,2023,8,Canadian Grand Prix,Montréal
16,LEC,Ferrari,10.0,4.0,Finished,12.0,2023,8,Canadian Grand Prix,Montréal
55,SAI,Ferrari,11.0,5.0,Finished,10.0,2023,8,Canadian Grand Prix,Montréal
11,PER,Red Bull Racing,12.0,6.0,Finished,9.0,2023,8,Canadian Grand Prix,Montréal
23,ALB,Williams,9.0,7.0,Finished,6.0,2023,8,Canadian Grand Prix,Montréal
31,OCO,Alpine,6.0,8.0,Finished,4.0,2023,8,Canadian Grand Prix,Montréal
18,STR,Aston Martin,16.0,9.0,Finished,2.0,2023,8,Canadian Grand Prix,Montréal
77,BOT,Alfa Romeo,14.0,10.0,Finished,1.0,2023,8,Canadian Grand Prix,Montréal
81,PIA,McLaren,8.0,11.0,Finished,0.0,2023,8,Canadian Grand Prix,Montréal
10,GAS,Alpine,15.0,12.0,Finished,0.0,2023,8,Canadian Grand Prix,Montréal
4,NOR,McLaren,7.0,13.0,Finished,0.0,2023,8,Canadian Grand Prix,Montréal
22,TSU,AlphaTauri,19.0,14.0,Finished,0.0,2023,8,Canadian Grand Prix,Montréal
27,HUL,Haas F1 Team,5.0,15.0,Lapped,0.0,2023,8,Canadian Grand Prix,Montréal
24,ZHO,Alfa Romeo,20.0,16.0,Lapped,0.0,2023,8,Canadian Grand Prix,Montréal
20,MAG,Haas F1 Team,13.0,17.0,Lapped,0.0,2023,8,Canadian Grand Prix,Montréal
21,DEV,AlphaTauri,17.0,18.0,Lapped,0.0,2023,8,Canadian Grand Prix,Montréal
63,RUS,Mercedes,4.0,19.0,Retired,0.0,2023,8,Canadian Grand Prix,Montréal
2,SAR,Williams,18.0,20.0,Retired,0.0,2023,8,Canadian Grand Prix,Montréal
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2023,9,Austrian Grand Prix,Spielberg
16,LEC,Ferrari,2.0,2.0,Finished,18.0,2023,9,Austrian Grand Prix,Spielberg
11,PER,Red Bull Racing,15.0,3.0,Finished,15.0,2023,9,Austrian Grand Prix,Spielberg
4,NOR,McLaren,4.0,4.0,Finished,12.0,2023,9,Austrian Grand Prix,Spielberg
14,ALO,Aston Martin,7.0,5.0,Finished,10.0,2023,9,Austrian Grand Prix,Spielberg
55,SAI,Ferrari,3.0,6.0,Finished,8.0,2023,9,Austrian Grand Prix,Spielberg
63,RUS,Mercedes,11.0,7.0,Finished,6.0,2023,9,Austrian Grand Prix,Spielberg
44,HAM,Mercedes,5.0,8.0,Finished,4.0,2023,9,Austrian Grand Prix,Spielberg
18,STR,Aston Martin,6.0,9.0,Finished,2.0,2023,9,Austrian Grand Prix,Spielberg
10,GAS,Alpine,9.0,10.0,Finished,1.0,2023,9,Austrian Grand Prix,Spielberg
23,ALB,Williams,10.0,11.0,Finished,0.0,2023,9,Austrian Grand Prix,Spielberg
24,ZHO,Alfa Romeo,17.0,12.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
2,SAR,Williams,18.0,13.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
31,OCO,Alpine,12.0,14.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
77,BOT,Alfa Romeo,14.0,15.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
81,PIA,McLaren,13.0,16.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
21,DEV,AlphaTauri,20.0,17.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
20,MAG,Haas F1 Team,19.0,18.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
22,TSU,AlphaTauri,16.0,19.0,Lapped,0.0,2023,9,Austrian Grand Prix,Spielberg
27,HUL,Haas F1 Team,8.0,20.0,Retired,0.0,2023,9,Austrian Grand Prix,Spielberg
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2023,10,British Grand Prix,Silverstone
4,NOR,McLaren,2.0,2.0,Finished,18.0,2023,10,British Grand Prix,Silverstone
44,HAM,Mercedes,7.0,3.0,Finished,15.0,2023,10,British Grand Prix,Silverstone
81,PIA,McLaren,3.0,4.0,Finished,12.0,2023,10,British Grand Prix,Silverstone
63,RUS,Mercedes,6.0,5.0,Finished,10.0,2023,10,British Grand Prix,Silverstone
11,PER,Red Bull Racing,15.0,6.0,Finished,8.0,2023,10,British Grand Prix,Silverstone
14,ALO,Aston Martin,9.0,7.0,Finished,6.0,2023,10,British Grand Prix,Silverstone
23,ALB,Williams,8.0,8.0,Finished,4.0,2023,10,British Grand Prix,Silverstone
16,LEC,Ferrari,4.0,9.0,Finished,2.0,2023,10,British Grand Prix,Silverstone
55,SAI,Ferrari,5.0,10.0,Finished,1.0,2023,10,British Grand Prix,Silverstone
2,SAR,Williams,14.0,11.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
77,BOT,Alfa Romeo,20.0,12.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
27,HUL,Haas F1 Team,11.0,13.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
18,STR,Aston Martin,12.0,14.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
24,ZHO,Alfa Romeo,17.0,15.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
22,TSU,AlphaTauri,16.0,16.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
21,DEV,AlphaTauri,18.0,17.0,Finished,0.0,2023,10,British Grand Prix,Silverstone
10,GAS,Alpine,10.0,18.0,Retired,0.0,2023,10,British Grand Prix,Silverstone
20,MAG,Haas F1 Team,19.0,19.0,Retired,0.0,2023,10,British Grand Prix,Silverstone
31,OCO,Alpine,13.0,20.0,Retired,0.0,2023,10,British Grand Prix,Silverstone
1,VER,Red Bull Racing,2.0,1.0,Finished,26.0,2023,11,Hungarian Grand Prix,Budapest
4,NOR,McLaren,3.0,2.0,Finished,18.0,2023,11,Hungarian Grand Prix,Budapest
11,PER,Red Bull Racing,9.0,3.0,Finished,15.0,2023,11,Hungarian Grand Prix,Budapest
44,HAM,Mercedes,1.0,4.0,Finished,12.0,2023,11,Hungarian Grand Prix,Budapest
81,PIA,McLaren,4.0,5.0,Finished,10.0,2023,11,Hungarian Grand Prix,Budapest
63,RUS,Mercedes,18.0,6.0,Finished,8.0,2023,11,Hungarian Grand Prix,Budapest
16,LEC,Ferrari,6.0,7.0,Finished,6.0,2023,11,Hungarian Grand Prix,Budapest
55,SAI,Ferrari,11.0,8.0,Finished,4.0,2023,11,Hungarian Grand Prix,Budapest
14,ALO,Aston Martin,8.0,9.0,Finished,2.0,2023,11,Hungarian Grand Prix,Budapest
18,STR,Aston Martin,14.0,10.0,Lapped,1.0,2023,11,Hungarian Grand Prix,Budapest
23,ALB,Williams,16.0,11.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
77,BOT,Alfa Romeo,7.0,12.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
3,RIC,AlphaTauri,13.0,13.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
27,HUL,Haas F1 Team,10.0,14.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
22,TSU,AlphaTauri,17.0,15.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
24,ZHO,Alfa Romeo,5.0,16.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
20,MAG,Haas F1 Team,19.0,17.0,Lapped,0.0,2023,11,Hungarian Grand Prix,Budapest
2,SAR,Williams,20.0,18.0,Retired,0.0,2023,11,Hungarian Grand Prix,Budapest
31,OCO,Alpine,12.0,19.0,Retired,0.0,2023,11,Hungarian Grand Prix,Budapest
10,GAS,Alpine,15.0,20.0,Retired,0.0,2023,11,Hungarian Grand Prix,Budapest
1,VER,Red Bull Racing,6.0,1.0,Finished,25.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
11,PER,Red Bull Racing,2.0,2.0,Finished,18.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
16,LEC,Ferrari,1.0,3.0,Finished,15.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
44,HAM,Mercedes,3.0,4.0,Finished,13.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
14,ALO,Aston Martin,9.0,5.0,Finished,10.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
63,RUS,Mercedes,8.0,6.0,Finished,8.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
4,NOR,McLaren,7.0,7.0,Finished,6.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
31,OCO,Alpine,14.0,8.0,Finished,4.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
18,STR,Aston Martin,10.0,9.0,Finished,2.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
22,TSU,AlphaTauri,11.0,10.0,Finished,1.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
10,GAS,Alpine,12.0,11.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
77,BOT,Alfa Romeo,13.0,12.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
24,ZHO,Alfa Romeo,17.0,13.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
23,ALB,Williams,15.0,14.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
20,MAG,Haas F1 Team,16.0,15.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
3,RIC,AlphaTauri,19.0,16.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
2,SAR,Williams,18.0,17.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
27,HUL,Haas F1 Team,20.0,18.0,Finished,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
55,SAI,Ferrari,4.0,19.0,Retired,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
81,PIA,McLaren,5.0,20.0,Retired,0.0,2023,12,Belgian Grand Prix,Spa-Francorchamps
1,VER,Red Bull Racing,1.0,1.0,Finished,25.0,2023,13,Dutch Grand Prix,Zandvoort
14,ALO,Aston Martin,5.0,2.0,Finished,19.0,2023,13,Dutch Grand Prix,Zandvoort
10,GAS,Alpine,12.0,3.0,Finished,15.0,2023,13,Dutch Grand Prix,Zandvoort
11,PER,Red Bull Racing,7.0,4.0,Finished,12.0,2023,13,Dutch Grand Prix,Zandvoort
55,SAI,Ferrari,6.0,5.0,Finished,10.0,2023,13,Dutch Grand Prix,Zandvoort
44,HAM,Mercedes,13.0,6.0,Finished,8.0,2023,13,Dutch Grand Prix,Zandvoort
4,NOR,McLaren,2.0,7.0,Finished,6.0,2023,13,Dutch Grand Prix,Zandvoort
23,ALB,Williams,4.0,8.0,Finished,4.0,2023,13,Dutch Grand Prix,Zandvoort
81,PIA,McLaren,8.0,9.0,Finished,2.0,2023,13,Dutch Grand Prix,Zandvoort
31,OCO,Alpine,16.0,10.0,Finished,1.0,2023,13,Dutch Grand Prix,Zandvoort
18,STR,Aston Martin,11.0,11.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
27,HUL,Haas F1 Team,14.0,12.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
40,LAW,AlphaTauri,19.0,13.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
77,BOT,Alfa Romeo,18.0,14.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
22,TSU,AlphaTauri,17.0,15.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
20,MAG,Haas F1 Team,0.0,16.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
63,RUS,Mercedes,3.0,17.0,Finished,0.0,2023,13,Dutch Grand Prix,Zandvoort
24,ZHO,Alfa Romeo,15.0,18.0,Accident,0.0,2023,13,Dutch Grand Prix,Zandvoort
16,LEC,Ferrari,9.0,19.0,Undertray,0.0,2023,13,Dutch Grand Prix,Zandvoort
2,SAR,Williams,10.0,20.0,Accident,0.0,2023,13,Dutch Grand Prix,Zandvoort
1,VER,Red Bull Racing,2.0,1.0,Finished,25.0,2023,14,Italian Grand Prix,Monza
11,PER,Red Bull Racing,5.0,2.0,Finished,18.0,2023,14,Italian Grand Prix,Monza
55,SAI,Ferrari,1.0,3.0,Finished,15.0,2023,14,Italian Grand Prix,Monza
16,LEC,Ferrari,3.0,4.0,Finished,12.0,2023,14,Italian Grand Prix,Monza
63,RUS,Mercedes,4.0,5.0,Finished,10.0,2023,14,Italian Grand Prix,Monza
44,HAM,Mercedes,8.0,6.0,Finished,8.0,2023,14,Italian Grand Prix,Monza
23,ALB,Williams,6.0,7.0,Finished,6.0,2023,14,Italian Grand Prix,Monza
4,NOR,McLaren,9.0,8.0,Finished,4.0,2023,14,Italian Grand Prix,Monza
14,ALO,Aston Martin,10.0,9.0,Finished,2.0,2023,14,Italian Grand Prix,Monza
77,BOT,Alfa Romeo,14.0,10.0,Finished,1.0,2023,14,Italian Grand Prix,Monza
40,LAW,AlphaTauri,12.0,11.0,Finished,0.0,2023,14,Italian Grand Prix,Monza
81,PIA,McLaren,7.0,12.0,Finished,0.0,2023,14,Italian Grand Prix,Monza
2,SAR,Williams,15.0,13.0,Finished,0.0,2023,14,Italian Grand Prix,Monza
24,ZHO,Alfa Romeo,16.0,14.0,Finished,0.0,2023,14,Italian Grand Prix,Monza
10,GAS,Alpine,17.0,15.0,Finished,0.0,2023,14,Italian Grand Prix,Monza
18,STR,Aston Martin,20.0,16.0,Finished,0.0,2023,14,Italian Grand Prix,Monza
27,HUL,Haas F1 Team,13.0,17.0,Lapped,0.0,2023,14,Italian Grand Prix,Monza
20,MAG,Haas F1 Team,19.0,18.0,Lapped,0.0,2023,14,Italian Grand Prix,Monza
31,OCO,Alpine,18.0,19.0,Retired,0.0,2023,14,Italian Grand Prix,Monza
22,TSU,AlphaTauri,11.0,20.0,Did not start,0.0,2023,14,Italian Grand Prix,Monza
55,SAI,Ferrari,1.0,1.0,Finished,25.0,2023,15,Singapore Grand Prix,Marina Bay
4,NOR,McLaren,4.0,2.0,Finished,18.0,2023,15,Singapore Grand Prix,Marina Bay
44,HAM,Mercedes,5.0,3.0,Finished,16.0,2023,15,Singapore Grand Prix,Marina Bay
16,LEC,Ferrari,3.0,4.0,Finished,12.0,2023,15,Singapore Grand Prix,Marina Bay
1,VER,Red Bull Racing,11.0,5.0,Finished,10.0,2023,15,Singapore Grand Prix,Marina Bay
10,GAS,Alpine,12.0,6.0,Finished,8.0,2023,15,Singapore Grand Prix,Marina Bay
81,PIA,McLaren,17.0,7.0,Finished,6.0,2023,15,Singapore Grand Prix,Marina Bay
11,PER,Red Bull Racing,13.0,8.0,Finished,4.0,2023,15,Singapore Grand Prix,Marina Bay
40,LAW,AlphaTauri,10.0,9.0,Finished,2.0,2023,15,Singapore Grand Prix,Marina Bay
20,MAG,Haas F1 Team,6.0,10.0,Finished,1.0,2023,15,Singapore Grand Prix,Marina Bay
23,ALB,Williams,14.0,11.0,Finished,0.0,2023,15,Singapore Grand Prix,Marina Bay
24,ZHO,Alfa Romeo,19.0,12.0,Finished,0.0,2023,15,Singapore Grand Prix,Marina Bay
27,HUL,Haas F1 Team,9.0,13.0,Finished,0.0,2023,15,Singapore Grand Prix,Marina Bay
2,SAR,Williams,18.0,14.0,Finished,0.0,2023,15,Singapore Grand Prix,Marina Bay
14,ALO,Aston Martin,7.0,15.0,Finished,0.0,2023,15,Singapore Grand Prix,Marina Bay
63,RUS,Mercedes,2.0,16.0,Retired,0.0,2023,15,Singapore Grand Prix,Marina Bay
77,BOT,Alfa Romeo,16.0,17.0,Retired,0.0,2023,15,Singapore Grand Prix,Marina Bay
31,OCO,Alpine,8.0,18.0,Retired,0.0,2023,15,Singapore Grand Prix,Marina Bay
22,TSU,AlphaTauri,15.0,19.0,Retired,0.0,2023,15,Singapore Grand Prix,Marina Bay
18,STR,Aston Martin,,,Withdrew,0.0,2023,15,Singapore Grand Prix,Marina Bay
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2023,16,Japanese Grand Prix,Suzuka
4,NOR,McLaren,3.0,2.0,Finished,18.0,2023,16,Japanese Grand Prix,Suzuka
81,PIA,McLaren,2.0,3.0,Finished,15.0,2023,16,Japanese Grand Prix,Suzuka
16,LEC,Ferrari,4.0,4.0,Finished,12.0,2023,16,Japanese Grand Prix,Suzuka
44,HAM,Mercedes,7.0,5.0,Finished,10.0,2023,16,Japanese Grand Prix,Suzuka
55,SAI,Ferrari,6.0,6.0,Finished,8.0,2023,16,Japanese Grand Prix,Suzuka
63,RUS,Mercedes,8.0,7.0,Finished,6.0,2023,16,Japanese Grand Prix,Suzuka
14,ALO,Aston Martin,10.0,8.0,Finished,4.0,2023,16,Japanese Grand Prix,Suzuka
31,OCO,Alpine,14.0,9.0,Finished,2.0,2023,16,Japanese Grand Prix,Suzuka
10,GAS,Alpine,12.0,10.0,Finished,1.0,2023,16,Japanese Grand Prix,Suzuka
40,LAW,AlphaTauri,11.0,11.0,Lapped,0.0,2023,16,Japanese Grand Prix,Suzuka
22,TSU,AlphaTauri,9.0,12.0,Lapped,0.0,2023,16,Japanese Grand Prix,Suzuka
24,ZHO,Alfa Romeo,19.0,13.0,Lapped,0.0,2023,16,Japanese Grand Prix,Suzuka
27,HUL,Haas F1 Team,18.0,14.0,Lapped,0.0,2023,16,Japanese Grand Prix,Suzuka
20,MAG,Haas F1 Team,15.0,15.0,Lapped,0.0,2023,16,Japanese Grand Prix,Suzuka
23,ALB,Williams,13.0,16.0,Retired,0.0,2023,16,Japanese Grand Prix,Suzuka
2,SAR,Williams,20.0,17.0,Retired,0.0,2023,16,Japanese Grand Prix,Suzuka
18,STR,Aston Martin,17.0,18.0,Retired,0.0,2023,16,Japanese Grand Prix,Suzuka
11,PER,Red Bull Racing,5.0,19.0,Retired,0.0,2023,16,Japanese Grand Prix,Suzuka
77,BOT,Alfa Romeo,16.0,20.0,Retired,0.0,2023,16,Japanese Grand Prix,Suzuka
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2023,17,Qatar Grand Prix,Lusail
81,PIA,McLaren,6.0,2.0,Finished,18.0,2023,17,Qatar Grand Prix,Lusail
4,NOR,McLaren,10.0,3.0,Finished,15.0,2023,17,Qatar Grand Prix,Lusail
63,RUS,Mercedes,2.0,4.0,Finished,12.0,2023,17,Qatar Grand Prix,Lusail
16,LEC,Ferrari,5.0,5.0,Finished,10.0,2023,17,Qatar Grand Prix,Lusail
14,ALO,Aston Martin,4.0,6.0,Finished,8.0,2023,17,Qatar Grand Prix,Lusail
31,OCO,Alpine,8.0,7.0,Finished,6.0,2023,17,Qatar Grand Prix,Lusail
77,BOT,Alfa Romeo,9.0,8.0,Finished,4.0,2023,17,Qatar Grand Prix,Lusail
24,ZHO,Alfa Romeo,19.0,9.0,Finished,2.0,2023,17,Qatar Grand Prix,Lusail
11,PER,Red Bull Racing,20.0,10.0,Finished,1.0,2023,17,Qatar Grand Prix,Lusail
18,STR,Aston Martin,16.0,11.0,Finished,0.0,2023,17,Qatar Grand Prix,Lusail
10,GAS,Alpine,7.0,12.0,Finished,0.0,2023,17,Qatar Grand Prix,Lusail
23,ALB,Williams,13.0,13.0,Finished,0.0,2023,17,Qatar Grand Prix,Lusail
20,MAG,Haas F1 Team,18.0,14.0,Lapped,0.0,2023,17,Qatar Grand Prix,Lusail
22,TSU,AlphaTauri,11.0,15.0,Lapped,0.0,2023,17,Qatar Grand Prix,Lusail
27,HUL,Haas F1 Team,14.0,16.0,Lapped,0.0,2023,17,Qatar Grand Prix,Lusail
40,LAW,AlphaTauri,17.0,17.0,Lapped,0.0,2023,17,Qatar Grand Prix,Lusail
2,SAR,Williams,15.0,18.0,Retired,0.0,2023,17,Qatar Grand Prix,Lusail
44,HAM,Mercedes,3.0,19.0,Retired,0.0,2023,17,Qatar Grand Prix,Lusail
55,SAI,Ferrari,12.0,20.0,Did not start,0.0,2023,17,Qatar Grand Prix,Lusail
1,VER,Red Bull Racing,6.0,1.0,Finished,25.0,2023,18,United States Grand Prix,Austin
4,NOR,McLaren,2.0,2.0,Finished,18.0,2023,18,United States Grand Prix,Austin
55,SAI,Ferrari,4.0,3.0,Finished,15.0,2023,18,United States Grand Prix,Austin
11,PER,Red Bull Racing,9.0,4.0,Finished,12.0,2023,18,United States Grand Prix,Austin
63,RUS,Mercedes,5.0,5.0,Finished,10.0,2023,18,United States Grand Prix,Austin
10,GAS,Alpine,7.0,6.0,Finished,8.0,2023,18,United States Grand Prix,Austin
18,STR,Aston Martin,20.0,7.0,Finished,6.0,2023,18,United States Grand Prix,Austin
22,TSU,AlphaTauri,11.0,8.0,Finished,5.0,2023,18,United States Grand Prix,Austin
23,ALB,Williams,15.0,9.0,Finished,2.0,2023,18,United States Grand Prix,Austin
2,SAR,Williams,16.0,10.0,Finished,1.0,2023,18,United States Grand Prix,Austin
27,HUL,Haas F1 Team,18.0,11.0,Finished,0.0,2023,18,United States Grand Prix,Austin
77,BOT,Alfa Romeo,13.0,12.0,Finished,0.0,2023,18,United States Grand Prix,Austin
24,ZHO,Alfa Romeo,12.0,13.0,Lapped,0.0,2023,18,United States Grand Prix,Austin
20,MAG,Haas F1 Team,17.0,14.0,Lapped,0.0,2023,18,United States Grand Prix,Austin
3,RIC,AlphaTauri,14.0,15.0,Lapped,0.0,2023,18,United States Grand Prix,Austin
14,ALO,Aston Martin,19.0,16.0,Retired,0.0,2023,18,United States Grand Prix,Austin
81,PIA,McLaren,10.0,17.0,Retired,0.0,2023,18,United States Grand Prix,Austin
31,OCO,Alpine,8.0,18.0,Retired,0.0,2023,18,United States Grand Prix,Austin
44,HAM,Mercedes,3.0,19.0,Disqualified,0.0,2023,18,United States Grand Prix,Austin
16,LEC,Ferrari,1.0,20.0,Disqualified,0.0,2023,18,United States Grand Prix,Austin
1,VER,Red Bull Racing,1.0,1.0,Finished,26.0,2024,1,Bahrain Grand Prix,Sakhir
11,PER,Red Bull Racing,5.0,2.0,Finished,18.0,2024,1,Bahrain Grand Prix,Sakhir
55,SAI,Ferrari,4.0,3.0,Finished,15.0,2024,1,Bahrain Grand Prix,Sakhir
16,LEC,Ferrari,2.0,4.0,Finished,12.0,2024,1,Bahrain Grand Prix,Sakhir
63,RUS,Mercedes,3.0,5.0,Finished,10.0,2024,1,Bahrain Grand Prix,Sakhir
4,NOR,McLaren,7.0,6.0,Finished,8.0,2024,1,Bahrain Grand Prix,Sakhir
44,HAM,Mercedes,9.0,7.0,Finished,6.0,2024,1,Bahrain Grand Prix,Sakhir
81,PIA,McLaren,8.0,8.0,Finished,4.0,2024,1,Bahrain Grand Prix,Sakhir
14,ALO,Aston Martin,6.0,9.0,Finished,2.0,2024,1,Bahrain Grand Prix,Sakhir
18,STR,Aston Martin,12.0,10.0,Finished,1.0,2024,1,Bahrain Grand Prix,Sakhir
24,ZHO,Kick Sauber,17.0,11.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
20,MAG,Haas F1 Team,15.0,12.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
3,RIC,RB,14.0,13.0,Lapped,0.0,2024,1,Bahrain Grand Prix,Sakhir
